ensembl_gene_id	ensembl_transcript_id	chromosome_name	mgi_symbol	description	GR1.logFC	GR1.logCPM	GR1.LR	GR1.PValue	GR1.FDR	GR2.logFC	GR2.logCPM	GR2.LR	GR2.PValue	GR2.FDR
ENSMUSG00000051951	ENSMUST00000162897	1	Xkr4	X Kell blood group precursor related family member 4 [Source:MGI Symbol;Acc:MGI:3528744]	3.27543830044271	5.87867805113018	144.591887295354	2.63745684755323e-33	1.15784355607587e-31	3.88064574261295	5.87867805113018	269.35348070334	1.56969736464393e-60	1.72274285769671e-58
ENSMUSG00000103147	ENSMUST00000192183	1	Gm7341	predicted gene 7341 [Source:MGI Symbol;Acc:MGI:3648497]	3.64510896005401	1.45587749808552	6.52064933183625	0.0106629065293684	0.0290098410575366	1.55642836333154	1.45587749808552	1.30241092753492	0.253773309161001	0.371354942405599
ENSMUSG00000025902	ENSMUST00000027035	1	Sox17	SRY (sex determining region Y)-box 17 [Source:MGI Symbol;Acc:MGI:107543]	0.0987032954530052	4.1923790776777	0.0822864028536969	0.774222531221752	0.860465041028732	-0.719442823807054	4.1923790776777	4.73042869638772	0.0296334983006893	0.0714786030439704
ENSMUSG00000102269	ENSMUST00000195361	1	Gm7357	predicted gene 7357 [Source:MGI Symbol;Acc:MGI:3643257]	-0.851836374169148	3.03090470979251	3.69256014002385	0.0546556636481815	0.115354982411306	-1.07819153316892	3.03090470979251	3.77335579209468	0.0520750576937988	0.112615518855062
ENSMUSG00000104328	ENSMUST00000195771	1	Gm37323	predicted gene, 37323 [Source:MGI Symbol;Acc:MGI:5610551]	1.57938906699897	2.05245001199873	3.37979678177983	0.066000192452087	0.136670209841822	0.150692525521443	2.05245001199873	0.0343271913901084	0.853012571481651	0.91782480117756
ENSMUSG00000098104	ENSMUST00000182774	1	Gm6085	predicted gene 6085 [Source:MGI Symbol;Acc:MGI:3646770]	-0.781435313609686	2.52891266020486	1.62780482010171	0.202006941806048	0.332138754505074	-0.743581741344266	2.52891266020486	1.38448859198462	0.23933805406416	0.364824325465855
ENSMUSG00000102175	ENSMUST00000193443	1	Gm6119	predicted gene 6119 [Source:MGI Symbol;Acc:MGI:3644547]	0.735574014026859	1.63031636686435	0.492620702463572	0.482760592399391	0.625167846794492	0.807401427343624	1.63031636686435	0.5972564756747	0.439626723608716	0.570994472379369
ENSMUSG00000103922	ENSMUST00000193658	1	Gm6123	predicted gene 6123 [Source:MGI Symbol;Acc:MGI:3647047]	0.0905928852225629	3.30267219158646	0.0336031839329607	0.854553444882056	0.919482750743193	0.479867652733295	3.30267219158646	0.935042093934804	0.333556158367226	0.464971371967733
ENSMUSG00000033845	ENSMUST00000130201	1	Mrpl15	mitochondrial ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1351639]	-0.014191776373776	10.1190061881253	0.0222153688380828	0.881515591892504	0.93928481757478	-0.277906181876559	10.1190061881253	8.49464602198614	0.00356193068175069	0.011219637183049
ENSMUSG00000104217	ENSMUST00000155020	1	Gm37988	predicted gene, 37988 [Source:MGI Symbol;Acc:MGI:5611216]	-0.65867245001964	4.15470731918837	4.34265477300373	0.0371689246298492	0.0863341688492265	-1.07319061104747	4.15470731918837	11.9399250120547	0.000549436911491993	0.00219275276495441
ENSMUSG00000033813	ENSMUST00000081551	1	Tcea1	transcription elongation factor A (SII) 1 [Source:MGI Symbol;Acc:MGI:1196624]	-0.301333534260761	11.6506466636419	9.89792178906422	0.001654655271332	0.00546160649710338	-0.319427428429192	11.6506466636419	11.1257296949781	0.000851383757508399	0.00330758822607245
ENSMUSG00000062588	ENSMUST00000078030	1	Gm6104	predicted gene 6104 [Source:MGI Symbol;Acc:MGI:3648587]	0.0928071601281887	1.87170757183263	0.0111168627578628	0.916029427462715	0.959753982472869	-0.365939873042183	1.87170757183263	0.123932478575913	0.72480792690133	0.820079071932175
ENSMUSG00000103280	ENSMUST00000194052	1	Gm37277	predicted gene, 37277 [Source:MGI Symbol;Acc:MGI:5610505]	-0.826597239491879	1.34086514891899	0.39127923495819	0.531627746951406	0.656190805339171	1.57021819073745	1.34086514891899	1.32502674420911	0.249691895952338	0.369881357365043
ENSMUSG00000002459	ENSMUST00000002533	1	Rgs20	regulator of G-protein signaling 20 [Source:MGI Symbol;Acc:MGI:1929866]	-0.527040881684156	3.01634883375749	1.4609036124018	0.226786401293246	0.350183913039636	-0.946143113742347	3.01634883375749	3.11210292379783	0.0777125627360644	0.160168145733015
ENSMUSG00000033793	ENSMUST00000192847	1	Atp6v1h	ATPase, H+ transporting, lysosomal V1 subunit H [Source:MGI Symbol;Acc:MGI:1914864]	-0.0251386354649372	12.2272595026264	0.070369868731234	0.790799011223048	0.874460367574101	-0.121406249146742	12.2272595026264	1.63347527171394	0.201223042709661	0.330849871721129
ENSMUSG00000025907	ENSMUST00000159906	1	Rb1cc1	RB1-inducible coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1341850]	0.316164454393219	11.460376308056	13.0511728594934	0.000303094543727489	0.00115703047562059	0.151170491592919	11.460376308056	2.97960203866972	0.0843200025195825	0.170582862240077
ENSMUSG00000090031	ENSMUST00000191825	1	4732440D04Rik	RIKEN cDNA 4732440D04 gene [Source:MGI Symbol;Acc:MGI:3604103]	0.734437381184965	6.40375969226365	15.1785042980843	9.78105329822475e-05	0.000408941180754349	0.38681344172297	6.40375969226365	3.99346040785951	0.0456771646580024	0.100261376424315
ENSMUSG00000087247	ENSMUST00000133144	1	Fam150a	family with sequence similarity 150, member A [Source:MGI Symbol;Acc:MGI:3645495]	-0.304551373482592	2.10208957211764	0.161971248639283	0.68734808299791	0.784656768351161	2.28185614132629	2.10208957211764	6.67346214271335	0.00978589107794314	0.0273630967083888
ENSMUSG00000103845	ENSMUST00000194240	1	Gm19026	predicted gene, 19026 [Source:MGI Symbol;Acc:MGI:5011211]	-0.126252325051237	2.21621339249403	0.0168170416581894	0.896819181801808	0.9447258061628	-0.709796226683422	2.21621339249403	1.15836822905412	0.281804212577881	0.407615437770188
ENSMUSG00000033740	ENSMUST00000140079	1	St18	suppression of tumorigenicity 18 [Source:MGI Symbol;Acc:MGI:2446700]	-0.381232429160137	1.89830892902964	0.161107810912977	0.688138623724822	0.784656768351161	-0.485402669869924	1.89830892902964	0.308498335541053	0.578603131763453	0.707539762797092
ENSMUSG00000102135	ENSMUST00000194605	1	Gm37108	predicted gene, 37108 [Source:MGI Symbol;Acc:MGI:5610336]	-0.695459767938806	2.68006810024469	1.58252379280563	0.208397535756939	0.340098580659094	0.0482707058503794	2.68006810024469	0.00753841894283269	0.930811355638627	0.98464140994062
ENSMUSG00000051285	ENSMUST00000061280	1	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:2441773]	0.981943623388965	10.4129289282044	66.2752293881738	3.9215601215788e-16	6.62140343605036e-15	0.924014774509208	10.4129289282044	58.200116481398	2.36765046097366e-14	4.94951691603542e-13
ENSMUSG00000098201	ENSMUST00000182051	1	Gm26983	predicted gene, 26983 [Source:MGI Symbol;Acc:MGI:5504098]	-0.0932267744091611	1.38052848020026	0.00426367591936838	0.94793766679423	0.976937154027748	0.693362620904073	1.38052848020026	0.278956291961414	0.597386117237792	0.721131389718972
ENSMUSG00000048538	ENSMUST00000029124	1	Gm9826	predicted gene 9826 [Source:MGI Symbol;Acc:MGI:3642725]	-1.15055655346109	3.51322329778631	6.90475787076353	0.00859666676383488	0.024191901982843	1.01129225603746	3.51322329778631	6.65852587785425	0.00986825154202848	0.0274187495376614
ENSMUSG00000097797	ENSMUST00000181554	1	Gm26901	predicted gene, 26901 [Source:MGI Symbol;Acc:MGI:5477395]	-0.22513634468398	4.36611167781114	0.234618340455853	0.628120343575467	0.743658897617393	0.510570486315881	4.36611167781114	1.32960410989051	0.248875659248036	0.369881357365043
ENSMUSG00000103067	ENSMUST00000194886	1	Gm30414	predicted gene, 30414 [Source:MGI Symbol;Acc:MGI:5589573]	-1.62524685939538	1.41872109272615	1.44885578191734	0.22871164073474	0.350183913039636	3.43632850302709	1.41872109272615	6.30393296852891	0.0120470402100561	0.0328487618149976
ENSMUSG00000025909	ENSMUST00000132064	1	Sntg1	syntrophin, gamma 1 [Source:MGI Symbol;Acc:MGI:1918346]	0.0611592661552276	4.07783117574304	0.0368780985912736	0.8477134488875	0.91436413774352	0.0895081641840319	4.07783117574304	0.0759349062955188	0.782883815960376	0.86136840903911
ENSMUSG00000103933	ENSMUST00000191876	1	Gm36964	predicted gene, 36964 [Source:MGI Symbol;Acc:MGI:5610192]	0.667890950682443	5.46493701973002	9.16353738652086	0.00246884875139093	0.00791112848073446	0.374690582714769	5.46493701973002	2.83902462159719	0.0920000440683123	0.182751218760132
